,city,date,price,ratio
0,全国(百城),201609,12617,2.83
1,全国(百城),201608,12270,2.17
2,全国(百城),201607,12009,1.63
3,全国(百城),201606,11816,1.32
4,全国(百城),201605,11662,1.70
5,全国(百城),201604,11467,1.45
6,全国(百城),201603,11303,1.90
7,全国(百城),201602,11092,0.60
8,全国(百城),201601,11026,0.42
9,全国(百城),201512,10980,0.74
10,全国(百城),201511,10899,0.46
11,全国(百城),201510,10849,0.30
12,全国(百城),201509,10817,0.28
13,全国(百城),201508,10787,0.96
14,全国(百城),201507,10685,0.54
15,全国(百城),201506,10628,0.56
16,全国(百城),201505,10569,0.45
17,全国(百城),201504,10522,-0.01
18,全国(百城),201503,10523,-0.15
19,全国(百城),201502,10539,-0.24
20,全国(百城),201501,10564,0.21
21,全国(百城),201412,10542,-0.44
22,全国(百城),201411,10589,-0.38
23,全国(百城),201410,10629,-0.40
24,全国(百城),201409,10672,-0.92
25,全国(百城),201408,10771,-0.59
26,全国(百城),201407,10835,-0.81
27,全国(百城),201406,10923,-0.50
28,全国(百城),201405,10978,-0.32
29,全国(百城),201404,11013,0.10
30,全国(百城),201403,11002,0.38
31,全国(百城),201402,10960,0.54
32,全国(百城),201401,10901,0.63
33,全国(百城),201312,10833,0.70
34,全国(百城),201311,10758,0.68
35,全国(百城),201310,10685,1.24
36,全国(百城),201309,10554,1.07
37,全国(百城),201308,10442,0.92
38,全国(百城),201307,10347,0.87
39,全国(百城),201306,10258,0.77
40,全国(百城),201305,10180,0.81
41,全国(百城),201304,10098,1.00
42,全国(百城),201303,9998,1.06
43,全国(百城),201302,9893,0.83
44,全国(百城),201301,9812,1.00
45,全国(百城),201212,9715,0.23
46,全国(百城),201211,9693,0.41
47,全国(百城),201210,9653,0.14
48,全国(百城),201209,9640,0.27
49,全国(百城),201208,9614,0.29
50,全国(百城),201207,9586,0.37
51,全国(百城),201206,9551,0.29
52,全国(百城),201205,9523,-0.66
53,全国(百城),201204,9586,-0.38
54,全国(百城),201203,9623,-0.32
55,全国(百城),201202,9654,-0.43
56,全国(百城),201201,9696,-0.17
57,全国(百城),201112,9712,-0.30
58,全国(百城),201111,9741,-0.55
59,全国(百城),201110,9795,-0.33
60,全国(百城),201109,9827,-0.04
61,全国(百城),201108,9831,0.07
62,全国(百城),201107,9824,0.38
63,全国(百城),201106,9787,0.49
64,全国(百城),201105,9739,0.70
65,全国(百城),201104,9671,0.68
66,全国(百城),201103,9606,0.77
67,全国(百城),201102,9533,0.93
68,全国(百城),201101,9445,1.41
69,全国(百城),201012,9314,1.02
70,全国(百城),201011,9220,1.06
71,全国(百城),201010,9123,0.95
72,全国(百城),201009,9037,1.09
73,全国(百城),201008,8940,-0.46
74,全国(百城),201007,8981,-0.67
75,全国(百城),201006,9042,0.75
0,鞍山,201609,4909,-0.95
1,鞍山,201608,4956,-0.48
2,鞍山,201607,4980,0.32
3,鞍山,201606,4964,-0.64
4,鞍山,201605,4996,-0.42
5,鞍山,201604,5017,-1.10
6,鞍山,201603,5073,-0.24
7,鞍山,201602,5085,-1.63
8,鞍山,201601,5169,0.04
9,鞍山,201512,5167,0.86
10,鞍山,201511,5123,-0.31
11,鞍山,201510,5139,-1.23
12,鞍山,201509,5203,0.76
13,鞍山,201508,5164,1.14
14,鞍山,201507,5106,-0.10
15,鞍山,201506,5111,0.16
16,鞍山,201505,5103,0.20
17,鞍山,201504,5093,-0.37
18,鞍山,201503,5112,-0.08
19,鞍山,201502,5116,0.18
20,鞍山,201501,5107,2.20
21,鞍山,201412,4997,-1.32
22,鞍山,201411,5064,-0.14
23,鞍山,201410,5071,-1.03
24,鞍山,201409,5124,0.83
25,鞍山,201408,5082,-1.13
26,鞍山,201407,5140,-0.58
27,鞍山,201406,5170,-0.62
28,鞍山,201405,5202,-1.96
29,鞍山,201404,5306,0.06
30,鞍山,201403,5303,0.84
31,鞍山,201402,5259,1.29
32,鞍山,201401,5192,-1.05
33,鞍山,201312,5247,-2.18
34,鞍山,201311,5364,-1.36
35,鞍山,201310,5438,1.93
36,鞍山,201309,5335,1.41
37,鞍山,201308,5261,-1.11
38,鞍山,201307,5320,1.16
39,鞍山,201306,5259,0.10
40,鞍山,201305,5254,0.71
41,鞍山,201304,5217,0.95
42,鞍山,201303,5168,0.41
43,鞍山,201302,5147,2.98
44,鞍山,201301,4998,1.46
45,鞍山,201212,4926,0.24
46,鞍山,201211,4914,-2.07
47,鞍山,201210,5018,2.05
48,鞍山,201209,4917,-0.14
49,鞍山,201208,4924,-0.06
50,鞍山,201207,4927,-0.02
51,鞍山,201206,4928,-1.04
52,鞍山,201205,4980,0.24
53,鞍山,201204,4968,-0.36
54,鞍山,201203,4986,-0.66
55,鞍山,201202,5019,-1.45
56,鞍山,201201,5093,-0.70
57,鞍山,201112,5129,0.29
58,鞍山,201111,5114,-0.70
59,鞍山,201110,5150,-0.31
60,鞍山,201109,5166,1.37
61,鞍山,201108,5096,1.03
62,鞍山,201107,5044,0.22
63,鞍山,201106,5033,0.20
64,鞍山,201105,5023,0.78
65,鞍山,201104,4984,0.44
66,鞍山,201103,4962,0.43
67,鞍山,201102,4941,0
68,鞍山,201101,4941,0.43
69,鞍山,201012,4920,1.09
70,鞍山,201011,4867,1.29
71,鞍山,201010,4805,-0.66
72,鞍山,201009,4837,1.21
73,鞍山,201008,4779,2.66
74,鞍山,201007,4655,-0.79
75,鞍山,201006,4692,0.69
0,包头,201609,5481,0.40
1,包头,201608,5459,0
2,包头,201607,5459,-0.62
3,包头,201606,5493,0.11
4,包头,201605,5487,0.24
5,包头,201604,5474,0.39
6,包头,201603,5453,-0.76
7,包头,201602,5495,-0.07
8,包头,201601,5499,-0.11
9,包头,201512,5505,0.04
10,包头,201511,5503,-1.26
11,包头,201510,5573,1.51
12,包头,201509,5490,1.87
13,包头,201508,5389,0.04
14,包头,201507,5387,-0.72
15,包头,201506,5426,1.01
16,包头,201505,5372,-0.85
17,包头,201504,5418,0.06
18,包头,201503,5415,-0.35
19,包头,201502,5434,0.11
20,包头,201501,5428,-0.73
21,包头,201412,5468,-0.33
22,包头,201411,5486,-0.31
23,包头,201410,5503,-1.61
24,包头,201409,5593,-1.46
25,包头,201408,5676,1.76
26,包头,201407,5578,-1.10
27,包头,201406,5640,-3.66
28,包头,201405,5854,-1.33
29,包头,201404,5933,-0.97
30,包头,201403,5991,0.66
31,包头,201402,5952,-0.93
32,包头,201401,6008,-0.74
33,包头,201312,6053,1.10
34,包头,201311,5987,1.32
35,包头,201310,5909,0.72
36,包头,201309,5867,0.58
37,包头,201308,5833,0.17
38,包头,201307,5823,-0.45
39,包头,201306,5849,0.24
40,包头,201305,5835,0.81
41,包头,201304,5788,0.96
42,包头,201303,5733,1.94
43,包头,201302,5624,1.32
44,包头,201301,5551,0.51
45,包头,201212,5523,-0.05
46,包头,201211,5526,-1.02
47,包头,201210,5583,0.67
48,包头,201209,5546,-0.50
49,包头,201208,5574,-0.54
50,包头,201207,5604,0.07
51,包头,201206,5600,2.60
52,包头,201205,5458,0.07
53,包头,201204,5454,-0.40
54,包头,201203,5476,-0.15
55,包头,201202,5484,1.52
56,包头,201201,5402,-0.28
57,包头,201112,5417,-1.15
58,包头,201111,5480,1.22
59,包头,201110,5414,-0.09
60,包头,201109,5419,-0.24
61,包头,201108,5432,0.89
62,包头,201107,5384,0.39
63,包头,201106,5363,0.92
64,包头,201105,5314,0.30
65,包头,201104,5298,0.36
66,包头,201103,5279,0.94
67,包头,201102,5230,0.21
68,包头,201101,5219,0.15
69,包头,201012,5211,-0.36
70,包头,201011,5230,1.79
71,包头,201010,5138,-0.06
72,包头,201009,5141,2.51
73,包头,201008,5015,1.03
74,包头,201007,4964,-4.13
75,包头,201006,5178,0.37
0,宝鸡,201609,4011,0.10
1,宝鸡,201608,4007,0
2,宝鸡,201607,4007,-0.05
3,宝鸡,201606,4009,0.70
4,宝鸡,201605,3981,0.23
5,宝鸡,201604,3972,0.03
6,宝鸡,201603,3971,-0.33
7,宝鸡,201602,3984,0.40
8,宝鸡,201601,3968,-0.43
9,宝鸡,201512,3985,3.53
10,宝鸡,201511,3849,0
11,宝鸡,201510,3849,-0.72
12,宝鸡,201509,3877,0.73
13,宝鸡,201508,3849,-1.86
14,宝鸡,201507,3922,1.03
15,宝鸡,201506,3882,-1.20
16,宝鸡,201505,3929,-0.20
17,宝鸡,201504,3937,-1.13
18,宝鸡,201503,3982,0
19,宝鸡,201502,3982,0.05
20,宝鸡,201501,3980,-2.02
21,宝鸡,201412,4062,0.32
22,宝鸡,201411,4049,-1.03
23,宝鸡,201410,4091,-2.04
24,宝鸡,201409,4176,-1.11
25,宝鸡,201408,4223,-0.71
26,宝鸡,201407,4253,-0.16
27,宝鸡,201406,4260,-0.61
28,宝鸡,201405,4286,-3.21
29,宝鸡,201404,4428,-0.07
30,宝鸡,201403,4431,-1.34
31,宝鸡,201402,4491,-1.64
32,宝鸡,201401,4566,0.22
33,宝鸡,201312,4556,0.38
34,宝鸡,201311,4539,-2.32
35,宝鸡,201310,4647,1.64
36,宝鸡,201309,4572,2.65
37,宝鸡,201308,4454,2.30
38,宝鸡,201307,4354,0.44
39,宝鸡,201306,4335,0.53
40,宝鸡,201305,4312,-0.65
41,宝鸡,201304,4340,-1.52
42,宝鸡,201303,4407,1.73
43,宝鸡,201302,4332,2.75
44,宝鸡,201301,4216,-1.50
45,宝鸡,201212,4280,0.59
46,宝鸡,201211,4255,-0.56
47,宝鸡,201210,4279,0.99
48,宝鸡,201209,4237,-0.73
49,宝鸡,201208,4268,1.43
50,宝鸡,201207,4208,0.45
51,宝鸡,201206,4189,-0.95
52,宝鸡,201205,4229,1.44
53,宝鸡,201204,4169,-2.14
54,宝鸡,201203,4260,0.54
55,宝鸡,201202,4237,0.31
56,宝鸡,201201,4224,-0.71
57,宝鸡,201112,4254,0.71
58,宝鸡,201111,4224,0.31
59,宝鸡,201110,4211,2.06
60,宝鸡,201109,4126,-0.91
61,宝鸡,201108,4164,-0.12
62,宝鸡,201107,4169,0.92
63,宝鸡,201106,4131,0.83
64,宝鸡,201105,4097,-0.68
65,宝鸡,201104,4125,-0.12
66,宝鸡,201103,4130,1.45
67,宝鸡,201102,4071,0.15
68,宝鸡,201101,4065,1.35
69,宝鸡,201012,4011,-0.30
70,宝鸡,201011,4023,0.65
71,宝鸡,201010,3997,3.47
72,宝鸡,201009,3863,1.58
73,宝鸡,201008,3803,-0.18
74,宝鸡,201007,3810,-0.31
75,宝鸡,201006,3822,0.18
0,保定,201609,7133,0.48
1,保定,201608,7099,0.37
2,保定,201607,7073,0.48
3,保定,201606,7039,0.99
4,保定,201605,6970,0.37
5,保定,201604,6944,2.28
6,保定,201603,6789,3.21
7,保定,201602,6578,1.97
8,保定,201601,6451,1.56
9,保定,201512,6352,1.70
10,保定,201511,6246,0.23
11,保定,201510,6232,2.01
12,保定,201509,6109,2.11
13,保定,201508,5983,-0.07
14,保定,201507,5987,1.39
15,保定,201506,5905,2.13
16,保定,201505,5782,1.14
17,保定,201504,5717,1.53
18,保定,201503,5631,0.46
19,保定,201502,5605,0.16
20,保定,201501,5596,-0.18
21,保定,201412,5606,0.43
22,保定,201411,5582,-1.55
23,保定,201410,5670,0.48
24,保定,201409,5643,1.42
25,保定,201408,5564,1.20
26,保定,201407,5498,-0.36
27,保定,201406,5518,1.58
28,保定,201405,5432,2.84
29,保定,201404,5282,3.35
30,保定,201403,5111,0.69
31,保定,201402,5076,-0.69
32,保定,201401,5111,2.51
33,保定,201312,4986,1.26
34,保定,201311,4924,-2.94
35,保定,201310,5073,1.93
36,保定,201309,4977,-0.20
37,保定,201308,4987,0.65
38,保定,201307,4955,2.33
39,保定,201306,4842,0.02
40,保定,201305,4841,-0.31
41,保定,201304,4856,-0.12
42,保定,201303,4862,0.52
43,保定,201302,4837,1.11
44,保定,201301,4784,0.25
45,保定,201212,4772,1.36
46,保定,201211,4708,-0.59
47,保定,201210,4736,0.57
48,保定,201209,4709,0.13
49,保定,201208,4703,-0.28
50,保定,201207,4716,0.23
51,保定,201206,4705,-0.91
52,保定,201205,4748,0.47
53,保定,201204,4726,0.73
54,保定,201203,4692,-0.36
55,保定,201202,4709,0.49
56,保定,201201,4686,0.19
57,保定,201112,4677,0.13
58,保定,201111,4671,-0.24
59,保定,201110,4682,0.09
60,保定,201109,4678,0
61,保定,201108,4678,0.06
62,保定,201107,4675,0.06
63,保定,201106,4672,-0.57
64,保定,201105,4699,0
65,保定,201104,4699,0.53
66,保定,201103,4674,2.57
67,保定,201102,4557,0.53
68,保定,201101,4533,1.43
69,保定,201012,4469,1.64
70,保定,201011,4397,1.92
71,保定,201010,4314,1.79
72,保定,201009,4238,1.56
73,保定,201008,4173,0.72
74,保定,201007,4143,-0.12
75,保定,201006,4148,0.46
0,北海,201609,5544,0.49
1,北海,201608,5517,0.42
2,北海,201607,5494,0.04
3,北海,201606,5492,-1.49
4,北海,201605,5575,0.29
5,北海,201604,5559,1.05
6,北海,201603,5501,0.40
7,北海,201602,5479,0.57
8,北海,201601,5448,0.59
9,北海,201512,5416,0.06
10,北海,201511,5413,-0.11
11,北海,201510,5419,-0.39
12,北海,201509,5440,-0.31
13,北海,201508,5457,-0.69
14,北海,201507,5495,-0.85
15,北海,201506,5542,0.65
16,北海,201505,5506,-0.79
17,北海,201504,5550,-0.72
18,北海,201503,5590,-0.11
19,北海,201502,5596,-1.41
20,北海,201501,5676,0.28
21,北海,201412,5660,-1.48
22,北海,201411,5745,-0.64
23,北海,201410,5782,-0.77
24,北海,201409,5827,1.06
25,北海,201408,5766,0.56
26,北海,201407,5734,-2.00
27,北海,201406,5851,0.46
28,北海,201405,5824,-1.57
29,北海,201404,5917,1.97
30,北海,201403,5803,-0.40
31,北海,201402,5826,0.99
32,北海,201401,5769,-1.23
33,北海,201312,5841,-1.85
34,北海,201311,5951,1.99
35,北海,201310,5835,0.24
36,北海,201309,5821,0.62
37,北海,201308,5785,-1.70
38,北海,201307,5885,1.24
39,北海,201306,5813,-1.06
40,北海,201305,5875,1.21
41,北海,201304,5805,0.82
42,北海,201303,5758,2.20
43,北海,201302,5634,-1.02
44,北海,201301,5692,-1.01
45,北海,201212,5750,0.77
46,北海,201211,5706,0.12
47,北海,201210,5699,0.09
48,北海,201209,5694,-0.65
49,北海,201208,5731,-1.72
50,北海,201207,5831,1.18
51,北海,201206,5763,0.49
52,北海,201205,5735,-1.65
53,北海,201204,5831,0.38
54,北海,201203,5809,-0.24
55,北海,201202,5823,-0.27
56,北海,201201,5839,-0.61
57,北海,201112,5875,1.22
58,北海,201111,5804,0.80
59,北海,201110,5758,-0.98
60,北海,201109,5815,-0.26
61,北海,201108,5830,0.95
62,北海,201107,5775,1.26
63,北海,201106,5703,-3.49
64,北海,201105,5909,0.37
65,北海,201104,5887,-0.08
66,北海,201103,5892,3.50
67,北海,201102,5693,0
68,北海,201101,5693,3.47
69,北海,201012,5502,0.09
70,北海,201011,5497,1.25
71,北海,201010,5429,1.53
72,北海,201009,5347,3.48
73,北海,201008,5167,-0.02
74,北海,201007,5168,0.10
75,北海,201006,5163,0.25
0,北京,201609,40438,3.88
1,北京,201608,38926,1.62
2,北京,201607,38307,2.06
3,北京,201606,37533,1.96
4,北京,201605,36810,1.76
5,北京,201604,36175,2.03
6,北京,201603,35456,0.84
7,北京,201602,35160,0.21
8,北京,201601,35086,0.30
9,北京,201512,34981,0.16
10,北京,201511,34925,0.95
11,北京,201510,34596,1.46
12,北京,201509,34098,0.93
13,北京,201508,33784,1.74
14,北京,201507,33205,1.49
15,北京,201506,32719,0.98
16,北京,201505,32401,0.18
17,北京,201504,32343,0.37
18,北京,201503,32224,-0.11
19,北京,201502,32260,-0.47
20,北京,201501,32412,1.16
21,北京,201412,32042,-0.81
22,北京,201411,32304,-0.62
23,北京,201410,32504,0.69
24,北京,201409,32281,-1.34
25,北京,201408,32719,-0.05
26,北京,201407,32736,-1.60
27,北京,201406,33269,-0.61
28,北京,201405,33472,0.70
29,北京,201404,33241,0.52
30,北京,201403,33069,0.93
31,北京,201402,32764,1.97
32,北京,201401,32131,2.12
33,北京,201312,31465,0.42
34,北京,201311,31333,0.18
35,北京,201310,31277,2.56
36,北京,201309,30497,3.75
37,北京,201308,29395,3.22
38,北京,201307,28478,2.50
39,北京,201306,27783,1.59
40,北京,201305,27349,1.97
41,北京,201304,26821,3.11
42,北京,201303,26011,2.85
43,北京,201302,25290,0.86
44,北京,201301,25075,2.27
45,北京,201212,24518,0.53
46,北京,201211,24388,0.69
47,北京,201210,24222,0.77
48,北京,201209,24037,0.17
49,北京,201208,23997,0.81
50,北京,201207,23804,0.03
51,北京,201206,23796,2.29
52,北京,201205,23263,-0.03
53,北京,201204,23271,-0.43
54,北京,201203,23372,-0.66
55,北京,201202,23526,-0.62
56,北京,201201,23672,-0.26
57,北京,201112,23733,-0.25
58,北京,201111,23793,-0.08
59,北京,201110,23812,-0.23
60,北京,201109,23866,0.24
61,北京,201108,23809,0.25
62,北京,201107,23750,0.05
63,北京,201106,23737,-0.13
64,北京,201105,23769,0.23
65,北京,201104,23715,-0.13
66,北京,201103,23747,0.55
67,北京,201102,23616,0.52
68,北京,201101,23495,0.51
69,北京,201012,23375,0.83
70,北京,201011,23182,0.14
71,北京,201010,23149,0.70
72,北京,201009,22987,1.96
73,北京,201008,22545,-0.61
74,北京,201007,22684,-0.20
75,北京,201006,22729,-0.18
0,长春,201609,6884,-0.55
1,长春,201608,6922,1.69
2,长春,201607,6807,-0.32
3,长春,201606,6829,0.77
4,长春,201605,6777,-0.19
5,长春,201604,6790,1.97
6,长春,201603,6659,1.00
7,长春,201602,6593,-1.70
8,长春,201601,6707,-1.53
9,长春,201512,6811,-0.92
10,长春,201511,6874,-1.22
11,长春,201510,6959,-0.14
12,长春,201509,6969,0.97
13,长春,201508,6902,0.22
14,长春,201507,6887,0.94
15,长春,201506,6823,0.22
16,长春,201505,6808,0.09
17,长春,201504,6802,0.35
18,长春,201503,6778,-1.09
19,长春,201502,6853,0.32
20,长春,201501,6831,0.52
21,长春,201412,6796,-0.47
22,长春,201411,6828,0.18
23,长春,201410,6816,-1.05
24,长春,201409,6888,-1.18
25,长春,201408,6970,-0.71
26,长春,201407,7020,-1.36
27,长春,201406,7117,0.30
28,长春,201405,7096,-1.00
29,长春,201404,7168,0.25
30,长春,201403,7150,0.45
31,长春,201402,7118,1.09
32,长春,201401,7041,-0.52
33,长春,201312,7078,-0.21
34,长春,201311,7093,0.27
35,长春,201310,7074,-0.90
36,长春,201309,7138,3.21
37,长春,201308,6916,1.20
38,长春,201307,6834,0.83
39,长春,201306,6778,1.21
40,长春,201305,6697,0.06
41,长春,201304,6693,2.12
42,长春,201303,6554,0.38
43,长春,201302,6529,-0.31
44,长春,201301,6549,-0.41
45,长春,201212,6576,1.01
46,长春,201211,6510,1.17
47,长春,201210,6435,0.61
48,长春,201209,6396,1.03
49,长春,201208,6331,1.20
50,长春,201207,6256,-0.62
51,长春,201206,6295,0.59
52,长春,201205,6258,-0.79
53,长春,201204,6308,-0.17
54,长春,201203,6319,-0.02
55,长春,201202,6320,-1.33
56,长春,201201,6405,-0.56
57,长春,201112,6441,0.50
58,长春,201111,6409,-0.31
59,长春,201110,6429,0.53
60,长春,201109,6395,-1.87
61,长春,201108,6517,0.35
62,长春,201107,6494,0.48
63,长春,201106,6463,2.36
64,长春,201105,6314,-0.05
65,长春,201104,6317,1.36
66,长春,201103,6232,-0.37
67,长春,201102,6255,0.10
68,长春,201101,6249,1.05
69,长春,201012,6184,1.53
70,长春,201011,6091,1.20
71,长春,201010,6019,-0.59
72,长春,201009,6055,1.37
73,长春,201008,5973,-1.22
74,长春,201007,6047,1.60
75,长春,201006,5952,2.83
0,长沙,201609,6758,4.19
1,长沙,201608,6486,0.23
2,长沙,201607,6471,-0.81
3,长沙,201606,6524,1.68
4,长沙,201605,6416,1.65
5,长沙,201604,6312,-0.38
6,长沙,201603,6336,0.73
7,长沙,201602,6290,1.17
8,长沙,201601,6217,-1.69
9,长沙,201512,6324,-0.63
10,长沙,201511,6364,0.84
11,长沙,201510,6311,-0.10
12,长沙,201509,6317,0.78
13,长沙,201508,6268,-0.87
14,长沙,201507,6323,-0.64
15,长沙,201506,6364,0.62
16,长沙,201505,6325,0.02
17,长沙,201504,6324,-0.78
18,长沙,201503,6374,-0.31
19,长沙,201502,6394,0.38
20,长沙,201501,6370,0.13
21,长沙,201412,6362,-0.92
22,长沙,201411,6421,-0.80
23,长沙,201410,6473,0.06
24,长沙,201409,6469,-1.33
25,长沙,201408,6556,-2.61
26,长沙,201407,6732,-1.26
27,长沙,201406,6818,-1.02
28,长沙,201405,6888,-0.92
29,长沙,201404,6952,-0.74
30,长沙,201403,7004,-0.09
31,长沙,201402,7010,0.81
32,长沙,201401,6954,-0.62
33,长沙,201312,6997,1.17
34,长沙,201311,6916,0.71
35,长沙,201310,6867,0.82
36,长沙,201309,6811,0.41
37,长沙,201308,6783,0.64
38,长沙,201307,6740,-0.91
39,长沙,201306,6802,1.27
40,长沙,201305,6717,1.53
41,长沙,201304,6616,0.76
42,长沙,201303,6566,1.02
43,长沙,201302,6500,0.74
44,长沙,201301,6452,0.91
45,长沙,201212,6394,-0.30
46,长沙,201211,6413,0.96
47,长沙,201210,6352,-0.39
48,长沙,201209,6377,0.52
49,长沙,201208,6344,0.62
50,长沙,201207,6305,-0.93
51,长沙,201206,6364,-1.04
52,长沙,201205,6431,-0.42
53,长沙,201204,6458,0.45
54,长沙,201203,6429,-0.51
55,长沙,201202,6462,-0.42
56,长沙,201201,6489,0.33
57,长沙,201112,6468,-0.12
58,长沙,201111,6476,-1.85
59,长沙,201110,6598,-0.42
60,长沙,201109,6626,0.52
61,长沙,201108,6592,0.76
62,长沙,201107,6542,2.64
63,长沙,201106,6374,2.69
64,长沙,201105,6207,3.35
65,长沙,201104,6006,3.28
66,长沙,201103,5815,2.49
67,长沙,201102,5674,2.01
68,长沙,201101,5562,2.39
69,长沙,201012,5432,3.45
70,长沙,201011,5251,3.47
71,长沙,201010,5075,2.96
72,长沙,201009,4929,0
73,长沙,201008,4929,-0.12
74,长沙,201007,4935,-1.24
75,长沙,201006,4997,3.50
0,常熟,201609,10245,1.98
1,常熟,201608,10046,3.21
2,常熟,201607,9734,3.54
3,常熟,201606,9401,0.69
4,常熟,201605,9337,0.37
5,常熟,201604,9303,0.65
6,常熟,201603,9243,-0.57
7,常熟,201602,9296,0.93
8,常熟,201601,9210,0.65
9,常熟,201512,9151,-0.32
10,常熟,201511,9180,0.52
11,常熟,201510,9133,-0.34
12,常熟,201509,9164,-0.09
13,常熟,201508,9172,0.53
14,常熟,201507,9124,0.33
15,常熟,201506,9094,-0.88
16,常熟,201505,9175,0.34
17,常熟,201504,9144,-0.25
18,常熟,201503,9167,0.19
19,常熟,201502,9150,0.26
20,常熟,201501,9126,-0.03
21,常熟,201412,9129,-0.87
22,常熟,201411,9209,-0.77
23,常熟,201410,9280,-2.29
24,常熟,201409,9497,-0.92
25,常熟,201408,9585,1.48
26,常熟,201407,9445,0.69
27,常熟,201406,9380,-4.01
28,常熟,201405,9772,0.69
29,常熟,201404,9705,0.13
30,常熟,201403,9692,-1.16
31,常熟,201402,9806,0.25
32,常熟,201401,9782,0.55
33,常熟,201312,9729,0.15
34,常熟,201311,9714,0.40
35,常熟,201310,9675,3.92
36,常熟,201309,9310,2.56
37,常熟,201308,9078,-2.17
38,常熟,201307,9279,0.29
39,常熟,201306,9252,3.64
40,常熟,201305,8927,1.91
41,常熟,201304,8760,3.07
42,常熟,201303,8499,1.25
43,常熟,201302,8394,4.05
44,常熟,201301,8067,3.54
45,常熟,201212,7791,-3.77
46,常熟,201211,8096,1.44
47,常熟,201210,7981,-1.07
48,常熟,201209,8067,0.88
49,常熟,201208,7997,-0.57
50,常熟,201207,8043,-1.05
51,常熟,201206,8128,-0.22
52,常熟,201205,8146,-0.55
53,常熟,201204,8191,0.25
54,常熟,201203,8171,-0.09
55,常熟,201202,8178,-2.81
56,常熟,201201,8414,-0.10
57,常熟,201112,8422,-0.26
58,常熟,201111,8444,-0.53
59,常熟,201110,8489,1.13
60,常熟,201109,8394,-0.23
61,常熟,201108,8413,2.29
62,常熟,201107,8225,-0.51
63,常熟,201106,8267,0.92
64,常熟,201105,8192,0.70
65,常熟,201104,8135,0.52
66,常熟,201103,8093,0.83
67,常熟,201102,8026,1.22
68,常熟,201101,7929,0.94
69,常熟,201012,7855,0.47
70,常熟,201011,7818,0.12
71,常熟,201010,7809,3.12
72,常熟,201009,7573,0.09
73,常熟,201008,7566,0.92
74,常熟,201007,7497,-0.28
75,常熟,201006,7518,1.35
0,常州,201609,7879,6.60
1,常州,201608,7391,-0.24
2,常州,201607,7409,0.76
3,常州,201606,7353,1.35
4,常州,201605,7255,0.99
5,常州,201604,7184,1.27
6,常州,201603,7094,2.98
7,常州,201602,6889,-1.68
8,常州,201601,7007,-1.14
9,常州,201512,7088,-0.60
10,常州,201511,7131,-0.92
11,常州,201510,7197,-0.70
12,常州,201509,7248,-0.86
13,常州,201508,7311,0.68
14,常州,201507,7262,-0.07
15,常州,201506,7267,1.10
16,常州,201505,7188,-0.36
17,常州,201504,7214,-0.43
18,常州,201503,7245,0.56
19,常州,201502,7205,-0.33
20,常州,201501,7229,-0.18
21,常州,201412,7242,-0.54
22,常州,201411,7281,-0.12
23,常州,201410,7290,-0.75
24,常州,201409,7345,-2.37
25,常州,201408,7523,-0.50
26,常州,201407,7561,-0.13
27,常州,201406,7571,-1.59
28,常州,201405,7693,-1.04
29,常州,201404,7774,-1.07
30,常州,201403,7858,-0.86
31,常州,201402,7926,-1.26
32,常州,201401,8027,-0.40
33,常州,201312,8059,0.59
34,常州,201311,8012,-0.20
35,常州,201310,8028,-1.39
36,常州,201309,8141,-2.15
37,常州,201308,8320,0.67
38,常州,201307,8265,-0.47
39,常州,201306,8304,0.47
40,常州,201305,8265,1.52
41,常州,201304,8141,-0.96
42,常州,201303,8220,0.21
43,常州,201302,8203,0.47
44,常州,201301,8165,-0.07
45,常州,201212,8171,-0.33
46,常州,201211,8198,-0.50
47,常州,201210,8239,-0.66
48,常州,201209,8294,0.75
49,常州,201208,8232,1.50
50,常州,201207,8110,0.88
51,常州,201206,8039,-0.35
52,常州,201205,8067,-0.15
53,常州,201204,8079,-0.69
54,常州,201203,8135,-0.78
55,常州,201202,8199,-1.05
56,常州,201201,8286,-0.21
57,常州,201112,8303,-0.28
58,常州,201111,8326,-0.50
59,常州,201110,8368,-0.05
60,常州,201109,8372,1.31
61,常州,201108,8264,-0.29
62,常州,201107,8288,1.46
63,常州,201106,8169,1.01
64,常州,201105,8087,-0.01
65,常州,201104,8088,1.63
66,常州,201103,7958,1.47
67,常州,201102,7843,1.54
68,常州,201101,7724,2.90
69,常州,201012,7506,0.91
70,常州,201011,7438,1.75
71,常州,201010,7310,2.11
72,常州,201009,7159,1.56
73,常州,201008,7049,-0.06
74,常州,201007,7053,-0.18
75,常州,201006,7066,0.73
0,成都,201609,8008,2.38
1,成都,201608,7822,1.98
2,成都,201607,7670,1.47
3,成都,201606,7559,0.13
4,成都,201605,7549,0.15
5,成都,201604,7538,-0.78
6,成都,201603,7597,-0.65
7,成都,201602,7647,-0.95
8,成都,201601,7720,-0.71
9,成都,201512,7775,0.05
10,成都,201511,7771,0.69
11,成都,201510,7718,-1.15
12,成都,201509,7808,-0.10
13,成都,201508,7816,-0.88
14,成都,201507,7885,-0.42
15,成都,201506,7918,0.67
16,成都,201505,7865,0.12
17,成都,201504,7856,0.36
18,成都,201503,7828,-1.05
19,成都,201502,7911,-0.68
20,成都,201501,7965,-0.88
21,成都,201412,8036,0.11
22,成都,201411,8027,-0.15
23,成都,201410,8039,0.21
